place_id,name,address,phone,google_maps_url,business_status,categories,price_level,description,dine_in,takeout,delivery,reservable,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_beer,serves_wine,serves_vegetarian_food,wheelchair_accessible,rating,total_reviews,customer_reviews,opening_hours,open_now,photos_analysed,ambiance_style,website_file
ChIJj3I0etlx5kcRYf8PRHw7tD8,Sathees,"4-8 Rue Lobineau, 75006 Paris, France",01 56 81 70 07,https://maps.google.com/?cid=4590359325101260641,OPERATIONAL,"bar, restaurant",,,True,,False,True,True,,True,True,,True,True,True,4.6,153,"[{""author"": ""Saima Benou Halima"", ""rating"": 5, ""text"": ""Mon adresse préférée du quartier :  tout d'abord, le service est  impeccable. L'équipe est toujours aimable et accueillante.  Les plats proposés sont délicieux, aussi bien les soupes et tartines que les desserts. Les saveurs sont admirablement mariées et nos papilles  sont comblées ! Je recommande vivement!!!"", ""time"": ""il y a 4 mois""}, {""author"": ""H D"", ""rating"": 4, ""text"": ""Toujours très bon et très frais, tout est fait sur place. L'ambiance est chaleureuse. On y vient tout le temps avec grand plaisir."", ""time"": ""il y a un an""}, {""author"": ""Louise Gauthier"", ""rating"": 5, ""text"": ""Excellente adresse dans le quartier St Germain/Odéon Des produits frais et une carte qui change tous les jours pour le plus grand bonheur des habitués! C'est toujours un plaisir de venir chez Sathees, vous pouvez y aller les yeux fermés, tout y est excellent! Ambiance très sympa et terrasse toute l'année en prime."", ""time"": ""il y a 2 ans""}, {""author"": ""Jean-Michel Van Craenem"", ""rating"": 2, ""text"": ""Mouais, c'est quand même vachement surcôté, leur truc. Ils se trompent de soupe, de toute façon fade. Mais bon, ça va, on a des papilles aussi, on n'en est pas à confondre le has el hanout avec l'estragon non plus ! On s'est rattrapé chez un vietnamien à quelques mètres de là..."", ""time"": ""il y a 7 mois""}, {""author"": ""Axel _"", ""rating"": 5, ""text"": ""Petit restaurant très sympathique. Une belle décoration et une vue donnant directement sur les halles. Service rapide, personnel professionnel et agréable. La cuisine est de qualité et les prix corrects pour un restaurant parisien. Je conseille cet endroit si vous voulez passer un bon moment!"", ""time"": ""il y a 2 ans""}]",lundi: Fermé | mardi: 10:00 – 20:00 | mercredi: 10:00 – 20:00 | jeudi: 10:00 – 20:00 | vendredi: 10:00 – 20:00 | samedi: 10:00 – 20:00 | dimanche: 10:00 – 15:00,False,0,,
ChIJRQJBH5Fv5kcRFXwf6qpaz6E,Riviera Fuga,"10 Port des Invalides, 75007 Paris, France",06 61 05 87 80,https://maps.google.com/?cid=11659637650404375573,OPERATIONAL,"bar, restaurant",€€€,,True,False,False,True,True,,True,True,True,True,True,True,4.8,9660,"[{""author"": ""Sxati"", ""rating"": 5, ""text"": ""Riviera Fuga est une véritable pépite ! Dès l'arrivée, on est transporté par ce cadre idyllique sur l'eau qui offre une vue imprenable sur Paris. La fondue était tout simplement merveilleuse, onctueuse et pleine de saveurs, un pur délice.\nL’accueil a été chaleureux et d'une grande élégance : toute l'équipe est aux petits soins, ce qui rend l'expérience d'autant plus agréable. Tout était fluide, de l'ambiance musicale à la présentation des plats. Une adresse incontournable pour ceux qui cherchent à s'évader le temps d'un repas raffiné. Je reviendrai sans hésiter !"", ""time"": ""il y a 2 mois""}, {""author"": ""Tommy Guyennot"", ""rating"": 5, ""text"": ""C'est très bon ; pas de débat. Certes on est sur une péniche mais les prix sont trop élevés. La gestion de la salle est vite débordée pendant l'heure de pointe et on peut vite se faire oublier. La connaissance de la carte des vins était limitée, dommage la carte a des vins des deux côtés des Alpes, ça serait bien d'avoir plus d'accompagnement à ce niveau compte tenu des prix. Le vin choisi était cela dit excellent. Très bonne soirée. Attention si vous prévoyez d'être original pour un anniversaire, vous risquez de vous faire voler la priorité (au moins 10 anniversaires dans la soirée, sans exagération)."", ""time"": ""il y a 2 mois""}, {""author"": ""Laurence Betemps"", ""rating"": 5, ""text"": ""Restaurant très bon sur une péniche avec vue sur le Grand Palais. Cuisine originale entre l'Italie et le Japon, avec un menu déjeuner à 35€ qui est un très bon rapport qualité prix dans le quartier. Mention spéciale à notre serveur, Max, qui était très aimable et sympathique, nous reviendrons !"", ""time"": ""il y a 2 mois""}, {""author"": ""Alexandre Abonnet"", ""rating"": 5, ""text"": ""Quelle claque ! Je ne savais pas trop à quoi m'attendre avec ce mélange italo-japonais, mais c’est une exécution sans faute. Les saveurs sont équilibrées, surprenantes et d'une grande finesse.\n​Les points forts :\n​L'assiette : Tout était délicieux, mais mention spéciale pour l'éclair au chocolat en dessert. Un pur bonheur, parfaitement dosé, qui clôture le repas en beauté.\n​Le service : Un immense merci à Yanis. Professionnel, souriant et de très bon conseil, il a rendu l'expérience encore plus agréable. C'est rare de tomber sur un service aussi attentionné.\n​Une adresse originale que je recommande les yeux fermés. J'y retournerai sans hésiter !"", ""time"": ""il y a 2 mois""}, {""author"": ""Benjamin Grall"", ""rating"": 5, ""text"": ""Une expérience culinaire incroyable ! Des entrées, plats et desserts aux saveurs uniques mêlant subtilement la cuisine italienne et japonaise, une véritable explosion de goûts à chaque bouchée !\nLe service était tout aussi parfait : des serveurs souriants, accueillants et aux petits soins du début à la fin. Nous avons passé un moment magique et inoubliable.\nUn grand merci pour ce moment et pour l’ensemble des attentions au cours du repas. Un restaurant que nous recommandons les yeux fermés !"", ""time"": ""il y a 6 mois""}]",lundi: 12:00 – 01:00 | mardi: 12:00 – 01:00 | mercredi: 12:00 – 01:00 | jeudi: 12:00 – 01:00 | vendredi: 12:00 – 01:00 | samedi: 12:00 – 01:00 | dimanche: 12:00 – 01:00,True,0,,websites/Riviera_Fuga_f6qpaz6E.html
ChIJ13IMsqZv5kcRL89UldC-qVw,Le Chat Blanc,"61 Av. Franklin Delano Roosevelt, 75008 Paris, France",01 45 61 04 72,https://maps.google.com/?cid=6677077725621309231,OPERATIONAL,"cafe, restaurant, store",,,True,False,False,True,True,True,True,True,True,True,True,False,4,872,"[{""author"": ""Mme cyrille Pessin (Massagezen)"", ""rating"": 5, ""text"": ""Nous y  avons fait une pause pour se réchauffer,  café ☕️,  chocolat chaud et cappuchino. Un accueil chaleureux avec une serveuse très souriante.  Un lieu ou l on se sent bien avec un décor génial.  Je recommande , y retournerais à un prochain arrêt sur Paris.🙏"", ""time"": ""il y a 4 mois""}, {""author"": ""Pascale Ankaoua"", ""rating"": 5, ""text"": ""Cuisine de qualité\nTrès chaleureux décoré avec goût\nExpresso 1 euros en semaine jusqu’à 10 h en salle ou au bar .\nStaff toujours présent et et à l’écoute.\nService impeccable\nEntrée et dessert du jour  recherché\nCarte varié avec bons produits\nIl me manque juste une César salade avec blanc de poulet nature 🙂"", ""time"": ""il y a 2 mois""}, {""author"": ""Guillaume Paulin"", ""rating"": 1, ""text"": ""Une merveilleuse expérience… je plaisante. Le pire bar de Paris dans toute sa splendeur. Un endroit où tous les serveurs, sans aucune exception, et pourtant avec à peine deux clients, vous traitent avec le plus grand mépris imaginable. Ni bonjour, ni au revoir, ni la moindre sympathie. Pour eux, ce soir, c’est le grand chelem, et ce même si vous êtes des clients habitués. Pourquoi habitués, me direz-vous ? Parce qu’on aime visiblement être mal reçus. Merci à eux pour cette splendide expérience collective. À bientôt… je plaisante, à jamais."", ""time"": ""il y a 2 mois""}, {""author"": ""Rubel Khan"", ""rating"": 5, ""text"": ""Nous avons découvert pas hasard en se promenant Le chat blanc, très bon accueil et ambiance très sympa.\nJ’ai pris un brunch qui a super rapport qualité/prix et ma copine un bœuf bourguignon rien à redire sur la cuisine.\nOn a pris la brioche à partager très gourmand!\nOn reviendra, à bientôt!"", ""time"": ""il y a 2 mois""}, {""author"": ""Valen Metaireau"", ""rating"": 5, ""text"": ""Accueil très sympa, nourriture délicieuse, un grand merci à Mehdi et Vasta 🫶🏼 Meilleur before avant le Taboo :)"", ""time"": ""il y a 2 mois""}]",lundi: 07:00 – 02:00 | mardi: 07:00 – 02:00 | mercredi: 07:00 – 02:00 | jeudi: 07:00 – 02:00 | vendredi: 07:00 – 02:00 | samedi: 07:00 – 02:00 | dimanche: 09:00 – 02:00,True,0,,websites/Le_Chat_Blanc_UldC-qVw.html
ChIJhQPaSkZu5kcRg0N6MhBj8BM,Bo Man Café,"33 Rue Notre Dame de Lorette, 75009 Paris, France",01 44 63 70 41,https://maps.google.com/?cid=1436757202348688259,OPERATIONAL,restaurant,€,"Café tendance proposant burgers, salades, plats à base de viande et spécialités françaises comme les escargots.",True,,False,True,True,True,True,True,True,True,False,,4.1,1620,"[{""author"": ""Vanessa V"", ""rating"": 5, ""text"": ""Thierry est toujours présent dans cette bonne brasserie très bien située quand on va au théâtre.  C'est bon et si besoin ça va vite. Que demandez de plus le sourire du patron? Alors ça colle allez y"", ""time"": ""il y a 2 mois""}, {""author"": ""P' Bear ツ"", ""rating"": 5, ""text"": ""On y a mangé un jour au soir, moi et mon fils, en sortant du théâtre non loin, le théâtre de la Comédie de Paris. Belle surprise.\nPersonnel accueillant et causant, plats tres bons (confit de canard bien cuit, pas sec) et copieux desserts. Et prix très raisonnables.\nSi on revient voir une piece dans ce théâtre, on sait où on soupera après."", ""time"": ""il y a 9 mois""}, {""author"": ""M. Amr"", ""rating"": 5, ""text"": ""Très bon rapport qualité prix pour le quartier.  Service très rapide. Coktails bons. Soupe à l’oignon recommandée par ma copine :) J’ai pris purée poulet, la purée est vraiment bonne. On déconseille le tartare de saumon qui lui ne nous avait pas l’air très frais. Le canard était apparement bon ;) en dessert, je conseille le croustillant banane chocolat, on déconseille le moelleux et chocolat qui est très bof"", ""time"": ""il y a un an""}, {""author"": ""Soraya Gentile"", ""rating"": 1, ""text"": ""Si vous souhaitez un nouveau concept dans Paris, les pâtes saupoudrées d’un cafard vivant seront à la hauteur de vos attentes. De plus si vous êtes indécis quant au plat à choisir, attendez simplement vos couverts il en restera de votre prédécesseur. N’oubliez pas de prévoir la monnaie juste (juste) car l’arrondi vers le haut est de mise. Le minimum aurait été d’offrir les boissons (deux coca). Cela aurait peut être évité un tel avis.\nBon appétit !"", ""time"": ""il y a 3 mois""}, {""author"": ""D Lifecanbsonice"", ""rating"": 4, ""text"": ""Mieux qu'un bouillon illustre à quelques centaines de mètres !\nService sympa et efficace. On est assez vite servi.\nRapport qualité prix assez imbattable en plein 9eme arrondissement."", ""time"": ""il y a 2 mois""}]",lundi: 07:00 – 02:00 | mardi: 07:00 – 02:00 | mercredi: 07:00 – 02:00 | jeudi: 07:00 – 02:00 | vendredi: 07:00 – 02:00 | samedi: 08:00 – 02:00 | dimanche: 08:00 – 02:00,True,0,,websites/Bo_Man_Café_6MhBj8BM.html
ChIJSzbO6Zlv5kcRVQfRebr4qps,Mian (面),"15 Rue Notre Dame de Lorette, 75009 Paris, France",01 73 77 86 94,https://maps.google.com/?cid=11217051301710989141,OPERATIONAL,restaurant,,,True,True,True,True,,,True,True,True,True,,,4.9,357,"[{""author"": ""Salma BEN AYAD"", ""rating"": 5, ""text"": ""J’ai revisité cet endroit après vraiment longtemps ! Et ça n’a pas changé, tout aussi délicieux et chaleureux😊\nLe thé gingembre miel est vraiment un must à goûté ainsi que les Ravioli sauce Sichuanaise sont un vrai délice"", ""time"": ""il y a 5 mois""}, {""author"": ""Virginie S."", ""rating"": 5, ""text"": ""Très belle découverte. Testé 2 soupes de nouilles (porc haché / poulet pané). Les soupes sont excellentes et la personne qui était là était très agréable."", ""time"": ""il y a 2 mois""}, {""author"": ""Noémie Prd"", ""rating"": 5, ""text"": ""Cuisine excellente, service plutôt rapide et serveuse très sympathique et agréable !\nEntrées à partager entre gyozas, nems et bao puis une soupe de bœuf braisé au bouillon très parfumé pour continuer.\n\nUne excellent adresse qui vaut le détour !"", ""time"": ""il y a 7 mois""}, {""author"": ""Sylvain leveillee"", ""rating"": 4, ""text"": ""Très belle découverte au cœur de Paris . Tous les mets sont à excellents , particulièrement les dumplings ! Rapport qualité prix sans doute imbattable . Très bel accueil et bon service de la part de la propriétaire !"", ""time"": ""il y a 8 mois""}, {""author"": ""Thibault Nguyen de Cossette"", ""rating"": 3, ""text"": ""On retrouve le goût des plats du Sichuan. Le rapport qualité-prix est correct pour un restaurant chinois authentique le plus au nord du quartier habituel (bas 9ème, grands magasins).\nPetite déception sur la cuisson de la viande de bœuf mise dans la soupe, trop dure, et pas cuite dans le bouillon. Dommage. Vous pouvez améliorer !"", ""time"": ""il y a 4 mois""}]","lundi: 12:00 – 15:00, 19:00 – 22:30 | mardi: 12:00 – 15:00, 19:00 – 22:30 | mercredi: 12:00 – 15:00, 19:00 – 22:30 | jeudi: 12:00 – 15:00, 19:00 – 22:30 | vendredi: 12:00 – 15:00, 19:00 – 22:30 | samedi: 12:00 – 15:00, 19:00 – 22:30 | dimanche: Fermé",False,0,,websites/Mian__面__Rebr4qps.html
ChIJ8eiR28Nt5kcR3z-o7HHBEDg,Chez Vincent,"56 Rue Saint-Georges, 75009 Paris, France",01 42 85 02 79,https://maps.google.com/?cid=4039941560797249503,OPERATIONAL,restaurant,€€,"Plats italiens traditionnels dans un cadre rustique, aux murs ornés de fresques murales et de toiles colorées.",True,,False,True,False,False,True,True,True,True,False,True,4.7,436,"[{""author"": ""Barbara"", ""rating"": 3, ""text"": ""Très bon accueil et gentillesse tout au long du service.\nCuisine goutue mais les quantités sont petites, du moins pour les gnocchis saucisse et les raviolis au sanglier.\nPour les gnocchis, une seule des trois assiettes avait des morceaux de saucisses. Les plats étaient tièdes pour toute la table. Pour les desserts, petite mousse au chocolat et petite panacotta. Tiramisu, ça peut aller.\nCes désagréments sont vraiment dommage car le goût est là.\nA préciser également que c'est relativement cher des quantités (C'est le jeu, clientèle de passage avant ou après le théâtr ). 22€ le plat seul, 30€ entrée-plat ou plat-dessert et 36€ entrée-plat-dessert.\nNous vous conseillons de vérifier votre note car nous avons eu deux erreurs conséquentes dans notre note (différentiel de 50€) et pas de geste commercial pour s'excuser. Il nous a été facturé 4 menus entrée-plat-dessert au lieu de 4 plat-dessert et 4 bières au lieu de 2. Nous nous demandons si cela n'a pas été fait exprès, c'est vraiment beaucoup d'erreurs.\nDu coup, nous sommes mitigés. Moi qui mets plutôt des 5/5, je suis frustrée de la note que je suis obligée de mettre. Nous n'avons peut-être pas eu de chance aujourd'hui...."", ""time"": ""il y a 6 mois""}, {""author"": ""Alexandre MANÇANET"", ""rating"": 5, ""text"": ""Un grand merci à Vincent et à son épouse pour cet excellent dîner et leur accueil chaleureux. Une cuisine simple, délicieuse et authentique, avec des plats qui ont du goût et du caractère, accompagnée de très bons vins. Ici, ça sent l’Italie ! Une adresse incontournable près du théâtre Saint-Georges, dans le 9ᵉ."", ""time"": ""il y a 7 mois""}, {""author"": ""nicolas rene"", ""rating"": 5, ""text"": ""De passage en formation dans une rue parallèle, pendant 2 semaines, nous avons déjeuné chez Vincent chaque jour. Quel plaisir, un accueil, un service chaleureux et souriant des 2 gérants..tellement appréciable..une ardoise restreinte et renouvelée avec quelques plats, gage de qualité, 100% fait maison..toujours délicieux (viande poisson lasagne risotto ! Et les desserts à tomber (mousse au chocolat et tiramisu) encore merci de votre accueil et plaisir de recevoir. Rdv le 2/3 11h45. Nicolas"", ""time"": ""il y a 3 mois""}, {""author"": ""Henry Kisiel"", ""rating"": 3, ""text"": ""J'aurai sincèrement voulu ne dire que du bien de ce restaurant car le couple qui nous accueille est très sympathique et chaleureux, et ce sont de véritables italiens avec un accent tellement charmant.  Bravo pour les entrées et le vin. Mais énorme déception sur les pâtes sauce truffe qui étaient absolument trop cuites, très molles..... je ne les ai quasiment pas mangé .... dans un restaurant pourtant tenu par de vrais italiens. J'ai essayé de l'expliquer très amicalement et ils m'ont répondu que les clients français n'aimaient pas les pâtes \""al dente\"", et c'est pourquoi ils les faisaient cuire autant ! un sacrilège  ! Ils auraient pu au moins prévenir les clients de cette façon\nde cuire mes pâtes, si je l'avais su j'aurais pris autre chose .  Je préfère ne pas parler non plus du dessert \""tiramisu\""....décevant , je l'ai pratiquement laissé là encore....\n\nAu final un couple charmant et sympathique , mais une cuisine vraiment décevante selon moi. j'espère qu'ils vont se reprendre et nous faire cette bonne cuisine que nous aimons tant retrouver chez nos amis italiens. Et informer les clients sur la cuisson de leurs pâtes lorsqu'on prend la commande. désolé"", ""time"": ""il y a 3 mois""}, {""author"": ""Samuel Cohen"", ""rating"": 4, ""text"": ""Nous avons été choyés dès notre arrivée par le couple charmant qui tient l'établissement. Ambiance bistrot sympathique.\nLa cuisine est très bonne,  petit hic sur le rapport entre la quantité  et les prix légèrement elevés. Je recommande le tiramisu qui est vraiment délicieux."", ""time"": ""il y a 5 mois""}]","lundi: 12:00 – 14:00 | mardi: 12:00 – 14:00 | mercredi: 12:00 – 14:00, 19:00 – 22:00 | jeudi: 12:00 – 14:00, 19:00 – 22:00 | vendredi: 12:00 – 14:00, 19:00 – 22:00 | samedi: 19:00 – 22:30 | dimanche: Fermé",False,0,,websites/Chez_Vincent_o7HHBEDg.html
ChIJZUHe-g5u5kcRwdKX01SNJKE,La Petite Rose des Sables,"6 Rue de Lancry, 75010 Paris, France",01 40 18 35 30,https://maps.google.com/?cid=11611561134734693057,OPERATIONAL,"bar, restaurant",€,Tartare de bœuf ou poulet basquaise au menu d'un restaurant cosy aux murs de pierres et nappes vichy.,True,,False,True,True,,True,True,True,True,,False,4.9,1172,"[{""author"": ""Aurora Sasso"", ""rating"": 5, ""text"": ""Notre passage ici a été un vrai moment de bonheur. La mamie de Paris nous a accueillis avec une gentillesse rare, comme si nous arrivions chez quelqu’un de la famille. Le bœuf bourguignon et le poulet rôti étaient délicieux, simples mais préparés avec beaucoup de cœur.\nL’ambiance était chaleureuse et en même temps chic, et on s’y sentait tout de suite à l’aise.\nC’était vraiment l’une des expériences les plus belles et les plus authentiques que nous avons vécues à Paris.\nOn reviendra sûrement lors de notre prochain séjour.\nMerci Mamie, à très bientôt !\nAurora"", ""time"": ""il y a 5 mois""}, {""author"": ""Youssef Belhocine"", ""rating"": 5, ""text"": ""Le meilleur restaurant de France? Ou de la planète? Si vous êtes français, vous aurez l'impression d'avoir été manger chez une de vos grands-mères(qu'elles reposent en paix). Mamie cuisine toute seule dans une toute petite cuisinette pour le plaisir de tous, le restaurant a une limite de 7 convives donc il vous faudra faire preuve d'un peu de patience mais cela vaut la peine car une fois à l'intérieur, vous vous sentirez chez vous. Mamie vous traitera comme un membre de la famille, je n'ai jamais vécu ça de ma vie. J'ai eu l'impression de retomber en enfance chez mes grands mères, quelle nostalgie. Les plats sont copieux et ont exactement le goût que l'on attend. Mention spéciale pour la succulente Sangria. Vous ressortirez repus et heureux. Je me sens privilégié d'avoir rencontré Mamie, quelle belle personne. Que Dieu la garde.\n\nPS: Mamie ne parle pas anglais, donc si sa petite fille n'est pas là pour traduire, utilisez votre téléphone pour l'aider à vous comprendre."", ""time"": ""il y a 7 mois""}, {""author"": ""Maverick"", ""rating"": 5, ""text"": ""Une des plus belles expériences que j’ai vécues au restaurant.\n\nLa grand-mère qui tient ce restaurant est absolument incroyable. Elle cuisine elle-même et nous sert avec tellement de douceur et de gentillesse. On a l’impression d’être chez sa propre grand-mère, comme à la maison. L’ambiance est chaleureuse, authentique et remplie d’amour.\n\nLes plats étaient délicieux, faits avec soin et passion. Le service est tout simplement exceptionnel, attentionné, sincère et généreux.\n\nJe recommande cet endroit sans la moindre hésitation. Elle est adorable et vous quitterez ce restaurant le ventre plein… et le cœur encore plus rempli."", ""time"": ""il y a 3 mois""}, {""author"": ""Erwan Besonhe"", ""rating"": 5, ""text"": ""Quel moment!\nAller à la Petite Rose des Sables n'est pas juste aller diner dans un restaurant, c'est une expérience unique!\nUn établissement comme on pense qu'il n'en existe plus (surtout à Paris) et pourtant, c'est bien réel.\nMamie nous accueille dans ce mini espace à la décoration abondante où on se sent immédiatement bien.\nLa cuisine est simple et sans chichi mais c'est bon et Mamie nous gratifie de petites attentions et de mots gentils tout au long du repas.\nil faut le voir pour le croire\nUNIQUE"", ""time"": ""il y a 3 mois""}, {""author"": ""Charlène Calderaro"", ""rating"": 5, ""text"": ""Un lieu incroyable. Ce n'est pas un restau ordinaire : ici, on est vraiment accueilli-es comme à la maison, comme chez sa mamie, comme chez quelqu'un qu'on aime. Mamie (la gérante) est adorable et la cuisine est top. C'est un lieu calme, avec 3-4 tables, qui rend l'atmosphère très familiale. Tout y est pour un moment réconfortant. Merci encore pour tout !"", ""time"": ""il y a 5 mois""}]",lundi: 19:00 – 00:30 | mardi: 19:00 – 00:30 | mercredi: 19:00 – 00:30 | jeudi: 19:00 – 00:30 | vendredi: 19:00 – 00:30 | samedi: 19:00 – 00:30 | dimanche: Fermé,True,0,,websites/La_Petite_Rose_des_Sables_X01SNJKE.html
ChIJ96U7a4Nv5kcRo0aizQBle2o,Pardi,"85 bis boulevard Magenta Marché Saint Quentin, 75010 Paris, France",01 42 46 55 16,https://maps.google.com/?cid=7672837444280141475,OPERATIONAL,restaurant,,Petit comptoir du Marché Saint-Quentin proposant une formule du midi et des tapas d'inspiration basque.,True,,False,True,True,True,True,True,True,True,,True,4.5,222,"[{""author"": ""Alizée Taste"", ""rating"": 5, ""text"": ""Service vraiment adorable et la nourriture était incroyable ! Plein de plats avec des ingrédients locaux, tout fait maison!"", ""time"": ""il y a 5 mois""}, {""author"": ""Rémy Sancerry"", ""rating"": 5, ""text"": ""Super spot pour manger au marché. Nous avons pris 4 tapas pour déjeuner à deux. Les plats sont très bien assaisonnés avec de bons produits. Nous avons pris un croque à la truffe super bon, une burratina à tomber avec une salade pleine de goût pour l'accompagner. Un velouté de champignons très bon et des couteaux à l'ail parfaits. Vin très bon et très original avec. Le service est ultra chaleureux ! À refaire d'urgence !"", ""time"": ""il y a 6 ans""}, {""author"": ""Mourad Mazroui"", ""rating"": 5, ""text"": ""Très bien reçu, les pimentos de Padron je ne connaissais pas et c'est une très bonne surprise suggéré !! Avec une bavette parfaitement cuite et tendre un délice, je reviendrai pour sûr !!! A recommander !!!"", ""time"": ""il y a 4 mois""}, {""author"": ""Charles-Henry Paradis"", ""rating"": 5, ""text"": ""Un régal! Découvert par hasard un samedi en flânant au Marché Saint Quentin, l'ambiance de ce petit restaurant au milieu des stands attire l'attention. Une équipe pétillante qui transmet la passion d'une cuisine maison savoureuse, aux accents méditerranéens. A voir le sourire des clients autour de moi, nul doute que toute la carte est à la hauteur du plat choisi pour ma part : Bœuf confit au thym (cuisson 10 heures), polenta crémeuse au jus corsé.\nSans aucun doute, une adresse encore confidentielle qui va faire parler d'elle..."", ""time"": ""il y a 5 ans""}, {""author"": ""Clément Thirion"", ""rating"": 4, ""text"": ""Le marché Saint-Quentin est un super endroit pour manger sur le pouce. Testé le PARDI cette fois-ci et j’en ressors un peu mitigé. L’andouillette était très bonne mais les frites étaient molles. Verre de vin à 8€ et à mon goût il n’en valait pas le prix. Service pas super sympa (un dimanche midi)."", ""time"": ""il y a un an""}]",lundi: Fermé | mardi: 09:00 – 15:00 | mercredi: 09:00 – 15:00 | jeudi: 09:00 – 15:00 | vendredi: 09:00 – 15:00 | samedi: 09:00 – 15:00 | dimanche: 09:00 – 14:00,False,0,,websites/Pardi_izQBle2o.html
ChIJweNBbW1u5kcRSvxD64oraMA,Le Catrina,"141 Rue du Faubourg Saint-Denis, 75010 Paris, France",06 22 87 87 66,https://maps.google.com/?cid=13864379328512654410,OPERATIONAL,"bar, restaurant",€,,True,True,False,True,True,True,True,True,True,True,False,True,4.4,1002,"[{""author"": ""RÉMY RÉMY"", ""rating"": 5, ""text"": ""Très bonne adresse !\nExcellent choix avec le menu du jour : un plat vraiment goûteux, fait maison, avec des saveurs authentiques. Le rapport qualité-prix est excellent, surtout pour la qualité servie.\nRien à dire sur le service : rapide, sympathique et efficace.\n\nUne belle découverte que je recommande sans hésiter !"", ""time"": ""il y a 5 mois""}, {""author"": ""Tia Hayward"", ""rating"": 5, ""text"": ""Très bonne petite brasserie, prix correct.\n\nVariété de plat excellent, avec un carte du jour (entrée/plat/dessert) intéressante.\n\nOmelette fabuleuse! De la gourmandise et généreux.\nPetit bémol sont les desserts (crème brûlée bonne mais un peu granulé, et tiramisu manquer en café), mais bon ça reste pas l'élément clef pour moi.\n\nLes serveurs sont très présents et amicaux, service rapide.\n\nUne très bonne option près de Gare du Nord.\n\nP.s Désolé pour le verre et merci encore pour votre accueil."", ""time"": ""il y a un an""}, {""author"": ""Yacine Ben baya"", ""rating"": 5, ""text"": ""De passage à la Gare du Nord, je suis tombé par hasard sur cette brasserie. Très bonne surprise !\nÉquipe sympa, professionnelle et accueillante. Le service est rapide\nOn s’y sent bien dès l’arrivée. Je recommande sans hésiter 👍"", ""time"": ""il y a 3 mois""}, {""author"": ""Sandy"", ""rating"": 5, ""text"": ""Super adresse pour le quartier. Rapport qualité/prix et ambiance imbattables pour le 10ème !\nPour les amateurs de bonne viande, c’est la bonne adresse ! Et le couscous maison du jeudi : un délice !\nToujours bien accueilli ! Je recommande vivement."", ""time"": ""il y a 2 ans""}, {""author"": ""S RAF"", ""rating"": 5, ""text"": ""J'ai déjeuné ce jour, dimanche 8 décembre 2024 au restaurant La Catrina.\nJ'ai choisi une entrée composée de camembert, un plat de pâtes avec du saumon et un crumble aux pommes. Tout ceci était un véritable délice.\nL'ambiance y est agréable et le personnel très attentionné.\nJe recommande fortement."", ""time"": ""il y a un an""}]",lundi: 07:00 – 02:00 | mardi: 07:00 – 02:00 | mercredi: 07:00 – 02:00 | jeudi: 07:00 – 02:00 | vendredi: 07:00 – 02:00 | samedi: 07:00 – 02:00 | dimanche: 07:00 – 02:00,True,0,,websites/Le_Catrina_D64oraMA.html
ChIJ4W2vWUNv5kcReh--RiALwwc,"Chez Marie, paris 10","1 bis Rue Martel, 75010 Paris, France",06 95 23 02 31,https://maps.google.com/?cid=559303011977797498,OPERATIONAL,"bar, restaurant",,,True,True,True,,True,,True,True,True,True,True,True,4.9,161,"[{""author"": ""Lisa Brinon"", ""rating"": 5, ""text"": ""Petite adresse pépite !!\nMarie est très accueillante, chaleureuse et serviable 🤗\nLe service est rapide et les plats sont très bons !! On y retrouve beaucoup de couleurs, de fraîcheur et de saveurs 🥰\nVous ne pourrez qu'apprécier le goûts de cette cuisine faite maison et authentique !\n(Une petite carte avec quelques choix = gage de qualité !)\nBref, vous pouvez y foncer les yeux fermés ✨\n\nMais attention, cet établissement est assez petit alors je vous conseille d'appeler pour réserver !!"", ""time"": ""il y a 4 mois""}, {""author"": ""Kevin Menon"", ""rating"": 5, ""text"": ""Excellent burger au boeuf bourguignon, l'idée était originale, quelle bonne surprise !\nLes pommes de terre grenailles étaient délicieuses et tendres, et le carrot cake incroyable!\nMerci quel régal!"", ""time"": ""il y a 7 mois""}, {""author"": ""Isabelle Leroux"", ""rating"": 5, ""text"": ""Un endroit très sympa avec une cuisine goûteuse et inventive, un bon rapport qualité prix. Une petite carte avec quelques plats mais on est sûr comme ça d avoir du fait maison. Je recommande."", ""time"": ""il y a 2 mois""}, {""author"": ""Ugo-Sam Ghedini"", ""rating"": 5, ""text"": ""Un moment vraiment sympa, une carte équilibrée et des saveurs vraiment variées. La chef est une personne rayonnante ! À essayer absolument"", ""time"": ""il y a un an""}, {""author"": ""Amandine R"", ""rating"": 5, ""text"": ""Comme à la maison ! On se sent bien, on est bien accueilli et le repas était super ! Je me suis régalé ! Une assiette super savoureuse et un dessert bien gourmand !"", ""time"": ""il y a un an""}]","lundi: 11:00 – 15:00 | mardi: 11:00 – 15:00 | mercredi: 11:00 – 15:00 | jeudi: 11:00 – 15:00, 18:00 – 23:00 | vendredi: 11:00 – 15:00, 18:00 – 23:00 | samedi: Fermé | dimanche: Fermé",False,0,,websites/Chez_Marie__paris_10_-RiALwwc.html
